text,sentiment
its just a succession of awful set pieces about who emmannuelle will bed next,negative
jack douglas is not so annoying but is more boring joan sims and peter butterworth are wasted and kenneth connor and kenneth williams put in some poor performances as leyland and emile,negative
a complete waste of time this movie was trying to catch up with the new sexually permissive seventies,negative
it was a certificate 15 film but by 1978 there was little interest in this kind of film and it flopped at the box office and was only given its premiere on uk terrestrial television in april 1998,negative
avoid at all costs,negative
the rapidfire formula that worked so well in airplane the police squad,negative
television series top secret three naked gun films and two hot shots,negative
movies has finally reached a desperate deadend with spy hard,negative
even ezio gregios the silence of the hams is arguably funnier than this overextended spy and actionmovie spoof,negative
leslie nielsen stars as secret agent wd40 who returns from retirement to battle his old nemesis general rancor a cackling andy griffith,negative
the jokes fly in every direction and with hardly a hint of restraint timing or tact,negative
most the movie is comprised of recycled airplane and naked gun gags recreated movie sequences and soggy star cameos,negative
yeah maybe we do need ray charles driving an l a bus bound for a speed bump but did mr t hulk hogan and dr joyce brothers also have to appear in the same movie,negative
leslie nielsen plays it straight with his usual dopey flair,negative
there is something oddly inspiring about the sight of nielsen wearing a nuns habit even the resulting sister act spoof is silly,negative
as are the bits directly lifted from home alone pulp fiction true lies etc etc adolescent males might enjoy this mess tho,negative
the butt shots breast peeks penis pokes flatulence gags and related innuendo are right up beavis and buttheads alley,negative
beyond the hilarious title sequence with weird al yankovich performing the theme song spy hard is barely the stock that its printed on,negative
my recommendation duck in while youre waiting for another movie to start,negative
stay long enough to see the camera dart inside of weird als nostril and then leave,negative
you wont miss a thing,negative
theres a scene early on in jawbreaker where a character utters the unintentionally prophetic line that is so not funny,negative
how right she was,negative
this pathetic tale of three highschoolers who accidentally kill their best friend in a birthday kidnapping prank gone horribly awry is never even remotely funny,negative
or fun,negative
or original,negative
not content with the tooobvious heathers heisting the filmmakers proceed to lift freely from a staggering variety of sources including carrie bride of frankenstein blue velvet and even shaws pygmalion itself recently remade as shes all that,negative
jawbreaker is a pastiche and not even an enjoyable one,negative
i find it extremely telling that the most engaging part of the film is the credit sequence a jawbreaker factory montage inexplicably backed by veruca salts volcano girls serving as a blueprint for the rest of the film the song has absolutely nothing to do with the footage were watching,negative
just close your eyes and pretend youre listening to an altrock station you wont be missing anything,negative
the blame for a mess this big has to be spread around among the principals,negative
rebecca gayheart following roles in scream 2 and urban legend should have known better than to take yet another role in yet another teen body count movie,negative
pam grier has totally wasted any credibility she might have gotten from her role in quentin tarantinos jackie brown,negative
and rose mcgowan should just quit acting,negative
she has no charisma no presence and no acting skills other than rolling her eyes and looking disaffected,negative
mcgowan manages to be upstaged by her reallife boyfriend rocker marilyn manson whose fifteen second role here is far more interesting than anything any of the real actors are doing,negative
manson sans trademark makeup contact lenses and with an obviously fake moustache looks eerily like nicholas cage who woulda thunk it,negative
that crack about direction by committee wasnt merely a pithy soundbite,negative
stylistically thematically narratively jawbreaker is all over the map varying wildly in tone content from scene to scene,negative
though credited solely to darren stein one gets the feeling that no two scenes here were actually guided by the same hands,negative
if stein was indeed responsible for the whole of this atrocity someone needs to get the man some drugs pronto,negative
prozac lithium kava ritalin something anything,negative
hes quite obviously in desperate need of chemical help,negative
jawbreaker is a monumental waste of effort and resources and quite likely one of the single worst films ive ever seen,negative
to call jawbreaker garbage would be to insult garbage,negative
bad flicks for the rest of the year are safe ive already got my pick for worst film of 99,negative
jawbreaker runs approximately 90 minutes though it feels longer than titanic and is rated r for language sexual situations and graphic violence,negative
not recommended for kids teens or anyone else,negative
the people who populate the movie 54 are shallow selfabsorbed and selfindulgent,negative
in other words they perfectly mirror the era as well as the movie this feature depicts,negative
54 is the story of that wellpublicized new york disco studio 54 the inplace in the 70s where anybody who was anybody went to be ogled photographed and pampered,negative
the difficulty with 54 which was written and directed by mark christopher is that his script takes no point of view,negative
christopher neither condemns nor glorifies the legendary excesses that were studio 54s hallmark,negative
he keeps an uninvolved distance thus keeping us from forming any emotional attachment with any of the protagonists,negative
the movies one main asset is the surprising performance by mike myers as steve rubell the famous owner of the nightspot,negative
he is part rebel part dreamer part shrewd entrepreneur,negative
hes smart enough and childlike enough to pander to the dreams and desires of his clientele yet stupid enough to brag on tv about hiding profits from the irs,negative
myers in his first straight character part is in turn appealing and appalling,negative
at one moment he can try to pressure a male employee into a sexual situation then at the next moment apologize for his bad behavior and offer the young man a handful of cash,negative
the story is told by shane oshea ryan phillippe a new jersey lad who dreams of crossing the river to the big apple,negative
shades of john travoltas brooklynbound tony in saturday night fever,negative
eventually shane does come to new york attracts rubells eye and is admitted to the promised land,negative
his looks get him a job as a busboy and he is later promoted to the prestigious position of bartender where he mixes with and makes drinks for the rich and famous,negative
shanes dream is to meet soap star julie black neve campbell a fellow garden stater,negative
but both characters are so sketchily drawn that even when they do hook up its no big deal,negative
the chemistry between shane and julie is nonexistent,negative
54 is a very cold uninvolving movie,negative
its all strobe lights and glitz all substance,negative
its sort of like the musical era it covers,negative
this season needs another serial killer movie like kathie lee gifford needs more public devastation,negative
but lo and behold here comes switchback and fast on the heels of such stalker fare as kiss the girls and i know what you did last summer,negative
but switchback is an undoubtedly weak genre entry as the material it covers is old and tired and the filmmakers rarely sustain enough energy to make any of the proceedings interesting,negative
switchback opens with the murder of a babysitter and the abduction of the young child shes watching,negative
we learn late in the game that the kid belongs to fbi agent frank lacrosse dennis quaid and that the is a nameless fiend that lacrosse has been tracking across the country for quite a while,negative
he is promptly removed from the case but this conflict of interest doesnt keep him from offering pursuit,negative
lacrosses most recent trek takes him to a bloodsoaked hotel room in amarillo texas where the local sheriff r lee ermey is torn between his reelection campaign and helping his new ally catch his man,negative
in a related aside former railway worker bob goodall danny glover is cruising through the snowbound west in his pinupplastered even on the seatbelts el dorado,negative
along the way he picks up and subsequently saves the life of hitchhiking loner lane dixon jared leto,negative
this tangent isnt a random one as bob or lane will end up either holding a piece of the puzzle or turn out to be the killer himself,negative
or is the villain in fact lacrosse only pretending to be after the coldhearted murderer he knows so much about,negative
in a sense thats half of the basic problem with switchback,negative
for its first hour the movie presents evidence that any of these three men could be the perpetrator so were given little insight into who they are likely for fear that well learn too much too fast and therefore be able to make the proper deduction,negative
but switchback then decides to explicitly reveal the killers identity at its midpoint and the following contradictory character motivations muddle both the pacing and the generation of suspense,negative
some of the acting is a burdensome area as well probably because the performers were instructed to build personas that are the exact opposite of their true selves,negative
what is danny glover doing here grinning and yeehawing his way through the messy plot,negative
and dennis quaid,negative
that monotone stop it,negative
ermey is solid in a supporting role thats more interesting than the two leads thrown together but the charismatic leto claire danes object of affection in my socalled life is a scenestealer tried and true,negative
from a material standpoint switchback is pretty empty,negative
but even when firsttime director jeb stuart who wrote the fugitive and die hard doesnt know what to do he knows what he wants it to look like the movie provides some great visuals,negative
the setonatrain climax looks good even though the action is illogical and the beautiful crisp cinematography captures the rockies in all of their icy splendor,negative
still thats not enough to turn a lump of coal into a diamond and more than the movies look will end up leaving you cold,negative
for original sin the road to the screen has been rocky,negative
initially slated for release last november the film was bumped twice finally landing in the dog days of summer 2001,negative
advance screenings of the film were denied to all but a few critics generally a sign that the studio realizes it has a dud on its hands,negative
so is original sin really all that bad,negative
yes it is but the melodrama does offer some rewards,negative
the location settings are gorgeous and there is a healthy sprinkling of ta with angelina jolie providing the t and antonio banderas the a,negative
more importantly the movie is entertainingly bad,negative
veteran readers know that as a rule i dont encourage people to patronize lousy films,negative
most of the time there are plenty of quality offerings on the marketplace that are more deserving of our money and besides the lets go laugh at the failings of others mindset reflects an elitism that makes me uncomfortable,negative
but things are different this summer,negative
quality films to put it mildly have been few and far between so as far as im concerned its fair to find our kicks where we may,negative
original sin will never join such treasures as valley of the dolls road house and showgirls in the bad movie hall of fame but itll do until something worse comes along,negative
the film adapted by director michael cristofer from the cornell woolrich novel waltz into darkness which was also the source for the 1969 francois truffaut film mississippi mermaid opens in a turnofthecentury prison as jolies character slated for a dawn execution tells her lurid tale to a priest who appears desperately horny,negative
the freshman writing class tone is quickly established when she says things like this is not a love story it is a story about love,negative
wary of local golddiggers cuban coffee dealer luis antonio vargas banderas makes arrangements to secure a mail order bride from america listing himself as a mere clerk to dissuade foreign golddiggers,negative
a practical man luis chooses a frumpy looking lady hoping she will be a loyal mate able to provide him with children,negative
imagine his surprise when his fianc e julia russell jolie turns out to be infinitely more attractive than the woman in the photo,negative
julia explains that she sent a different womans image because she didnt want to be selected solely for her pretty face,negative
luis then confesses his deception leading julie to state with great significance we have something in common we are both not to trusted,negative
after their wedding luis and julia retire for a glorious night of carefully choreographed lovemaking with their bodies positioned to display her breasts and his bottom as erotically as possible,negative
jolie and banderas are attractive people and watching them naked is fun although the filmmakers insistence on using one of banderas legs to cover jolies crotch makes it look like hes trying to climb her,negative
luis the stupidest man who ever lived immediately instructs the bank to make his personal and business accounts available to julia despite the fact that she seems nothing like the woman with whom he corresponded,negative
his blissful ignorance continues as the warning signs mount up,negative
luis must force julia to write to her sister emily who is frantic over her lack of communication,negative
shortly after julia complains about the chirping of a pet bird it is found on the floor of its cage with a broken neck,negative
finally when she cleans out his accounts and disappears luis begins to suspect that something might be wrong,negative
incidentally if youre afraid im giving too much away rest assured that all of this happens in the first 30 minutes of the movie leaving plenty of time for numerous dopey plot twists a great deal of operatic acting and more footage of her tits and his ass,negative
along the way private detective walter downs played by thomas jane who was terrific as mickey mantle in the hbo movie 61 turns up hired by the frumpy womans sister to find out what happened to the real julia,negative
luis is also eager for the detective to track down the con artist having decided that if he cant have her he will kill her,negative
oh the pathos of it all,negative
the cast appears to recognize the trashiness of the story adjusting their performances accordingly,negative
banderas is suitably impassioned while jolie alternates between vamping and pouting and with those lips she can really pout,negative
as for thomas jane he starts off acting suspicious and cagey then accelerates to a snidely whiplash level of nastiness,negative
his most startling moment comes when to prove his power to humiliate he forces luis against a wall verbally taunts him while rubbing his cheeks against those of luis and then finishes establishing his dominance with a fullon kiss,negative
if anyone ever questions the difference between sex and rape show them this chilling scene,negative
and if anyone ever questions the difference between real drama and a laughable potboiler show them original sin,negative
return to horror high wants to be a couple different types of movies at once,negative
the film tells the story of a lowbudget horror movie being filmed at the closeddown crippen high a school where a group of serial murders took place five years before,negative
but what the cast and crew dont know is that a real killer maybe the same one that was never apprehended is going into action again,negative
on one level return to horror high is a slasher movie and it is at this level that it works the best on,negative
watching the film which was made in 1987 i couldnt help but take notice that the killers costume was almost identital to that of the ghostface in scream and scream 2,negative
on another level the film wants to be a slapstick comedy and there are many hints of this throughout,negative
unfortunately most of these jokes fall flat,negative
and the last thing the film wants to be is a behindthescenes look at an exploitation film being made,negative
the only problem is that while much of it is supposed to be from the movie itself being made no cameras are shown filming it thus making it far more confusing than it had to be,negative
and to top it all off the twist ending makes very little to no sense whatsoever and so we are basically left with feeling as if we wasted our time,negative
there are story developments that are beyond ludicrous and plot holes you could drive a winnebago through,negative
if you see the film or have seen it youll know what i mean,negative
the premise of return to horror high is admittedly pretty crafty and i liked the atmosphere of the school which is where the whole thing takes place,negative
but director froehlich judging from this movie is an incompetent director except for being able to film the seldom suspeneful scene,negative
well come to think of it there is only one scene that is actually scary and it has to do with two actors being locked in a room as the killer tries to break in,negative
but other than that twominute distraction return to horror high is certainly no great shake,negative
note look for george clooney in a supporting role as one of the actors on the film,negative
and strangely enough he is the first character to get the ax literally,negative
to sum the entire film 54 up in one sentence it would be watch a vh1 documentary instead,negative
54 seems like someone brought william faulkner into 1978 brought him into studio 54 got him really drunk told him to write about it and then dumbed that down to be released to the public,negative
a sloppy version of almost stream of conciousness spirals down into an oblivion of the illusion of sex drugs and disco,negative
the narrator shane oshae ryan phillippe works as a grease monkey in new jersey who of course on a whim decides to go into new york and try to get into studio 54,negative
phillippe gives a passable performance which could have been made by any young attractive actor with a six pack stomach,negative
he is let in by steve rubbell mike myers the infamous coowner of studio 54 because he is attractive,negative
he eventually becomes a bus boy and then a bartender,negative
you expected more didnt you,negative
there isnt,negative
the film builds up from nothing and becomes nothing as its climax isnt that an apt word for studio 54 lands with a thud,negative
the glitz of the club and perpetually semiclothed patrons are used in an to attempt to show the its glamour,negative
for much of its target audience college age to early thirties it attempts to show celebrities mixing with normal people,negative
this even fails since the only two celebs truly introduced are andy warhol and truman capote,negative
you can be sure that half of the audience hasnt heard of them another quarter only know their names and the other quarter knew they were there already,negative
the humor if you can call it that is built on an eighty year old woman getting high and 70s references like john travolta and olivia newton john making us laugh at how stupid we were back then,negative
the best performance in the film is given by mike myers as the perpetually high sexually ambivlaent very new york steve rubell,negative
he seems to play rubell better than rubell would if he was still alive,negative
he looks like rubell and sounds just like him while giving a subdued almost nostalgic performance when needed,negative
it reminds you of his saturday night live character linda richmond on coffee talk sans dress and wig,negative
the supporting cast of salma hayek breckin meyer and neve cambell are their only there to give added subplots which are introduced but lead absolutely nowhere,negative
the romance between phillippe and cambell as a soap opera star is completely implausable,negative
the two share about half as much screen time as there are shots of the eighty year old hooked on amphetimenes,negative
hayeks wannabe singer seems extremely forced and her husband greg meyer stands in as shane oshaes surrogate best friend,negative
the subplots seemed forced and seem like they have been added just to make sure the film was over an hour and a half long,negative
overall 54 tried to give a view of the brashness of the place where crack flowed like heroin which flowed like wine,negative
the film never leads to anything has no obserable point and covers up a lack of real plot with a veil of beautiful people,negative
in truth that reminded me of the eighies,negative
confucius once said governing a nation is like cooking a small fish dont overdo it,negative
his maxim might be easily applied to writing a comedy script for quantity over quality is one of the worst mistakes an amateur scribe can make,negative
granted mike judge writerdirector of the workplace satire office space isnt exactly an amateur his most infamous work the mtv series beavis and butthead was pure gold for its network,negative
but unfailingly judge manages to make some rather inexcusable mistakes in office space by spreading an iffy plot over too much ground,negative
the iffiness in judges plot a group of coworkers plan the downfall of their despicable boss is not in its appeal,negative
in fact based on the popularity of scott adams cartoon dilbert which will soon have its own television series a satirical view of the american workplace is a hot item in hollywood,negative
unfortunately the concept lends itself to skitlength sequences which would be more at home on the set of saturday night live rather than a fulllength feature,negative
the most convincing evidence of this are the trailers for office space which feature almost all of the movies top content this leaves the actual picture appearing very deflated,negative
other evidence of office spaces failure to work are its lack of good jokes,negative
the comedy is marginally funny at best but not enough to get a packed house of theatergoers to laugh out loud,negative
the material in the movie is onkey for an older demographic than judge is used to targeting and this could partially explain his work here,negative
however the movie is loaded with too many misfires including the token plot to allow for any excuse,negative
the plot centers around three or four cubicled engineers headed up by peter gibbons ron livingston at a company named initech,negative
after the movie elaborately establishes the miserable working conditions at initech the movie introduces us to two consultants john c mcginley and paul willson which are in charge of downsizing the companys payroll,negative
when peter and his gang learns of this as well as the reason behind it so their smooth talking boss bill lumbergh gary cole s stock will go up they set about creating a plan to see his downfall,negative
the circumstances that follow were obviously intended to be hilarious but they come out as anything but,negative
a sympathetic cast and a muddled jennifer anistonasloveinterest subplot are all that keep this one together but its definitely missable in lieu of something more intelligent,negative
lake placid marks yet another entry in the series of predator pics that were a screen staple in the late 1970s post jaws and were revived recently by the godawful anaconda,negative
placid claims to be a its directed by the same guy who did house but its attempts at humor are actually less funny than deadpan seriousness of anaconda,negative
paleontologist kelly scott bridget fonda is sent up to maine to examine a tooth removed from a body that had been bitten in half on the lake,negative
discovering that the tooth belongs to a crocodile which shouldnt even be in this hemisphere kelly goes crochunting with game warden jack wells bill pullman and sheriff hank keough brendan gleeson,negative
theyre joined by an unwelcome guest hector cyr oliver platt a scholar who worships crocs and searches all over the world for them,negative
along the way the merry band meets mrs delores bickerman betty white a weird old lady who lives out on the lake,negative
you know what to expect from this movie lots of shots where the camera is the eyes of the predator croc cam swimming toward someones dangling legs while jaws like music plays one character hector whos obsessed with the croc and stupidly endangers the rest another character who insists that the predator cant possibly exist,negative
unlike its slippery cousin anaconda lake placid wants to present its formulaic plot tongueincheek which is selfdefeating,negative
the result is neither scary nor funny its just tedious,negative
while director steve miner has several horror films on his resume including two installments of friday the 13th and halloween h20 screenwriter david kelley best known as the creator of tv series like ally mcbeal and chicago hope doesnt seem to have the stomach for a chomp em up flick,negative
the body count is surprisingly low and doesnt include any of the major characters and most annoyingly kelly and hector insist that they capture the crocodile alive rather than killing it,negative
lake placid manages to have it both waysill let you discover how for yourself,negative
the croc itself is mostly computergenerated of course,negative
like the snake in anaconda the thirtyfoot monster crocodile doesnt seem real it moves too quickly and in ways that seem unnatural,negative
lake placid also offers little explanation for why a giant crocodile is in maine,negative
there is a lot of semimystical mumbo jumbo about how we really dont know much about crocodiles,negative
they would have been better off going with something like the urban myth about alligators in the sewers,negative
a movie like this doesnt have to offer much of an explanation radioactive mutant,negative
creature from outer space but it does have to give the audience something to hang their disbelief on,negative
pullman and fonda seem to be plodding through the movie on autopilot,negative
most of the time theyre probably thinking about killing their agents or wondering if making this movie marks the end of their careers,negative
platt and white on the other hand seem to be giving their best efforts and they manage to squeeze a few chuckles out of this sorry script,negative
plot based on the wildly popular jerry springer tv show this movie follows the lives of two groups of people before they make their bizarre appearances on the infamous program,negative
one posse comes from the trailer parks and are to be featured in the i slept with my stepfather segment and the other is based on some flygirl whose girlfriends keep sleeping with her undevoted dog boyfriend,negative
critique the truth is that if i didnt have a day job i would probably watch the real jerry springer show every day,negative
i find it quite entertaining despite its complete lack of redeeming value,negative
having said that the show itself is outrageous funny and always filled with goofy surprises as opposed to this film which features no laughs is this a comedy or a drama uninteresting and completely unbelievable onedimensional stereotypes and a contrived plot which bores us stupid all the way,negative
i never thought i would utter the word boring in the same sentence as jerry springer but this film is an absolute yawnfest despite offering various scenes featuring simulated blowjobs lesbians ta and tv violence who wouldve guessed that,negative
i wish they would have either a made this movie much much funnier or b turned it into a complete drama and given us a real perspective as to why people like this actually put themselves through these public forums of embarrassment,negative
unfortunately it doesnt seem as though screenwriter jon bernstein spent more than a drunken weekend watching real jerry springer reruns to complete his script leaving us with a boring film featuring no laughs onedimensional characters and no fun whatsoever,negative
little known facts about this film and its stars jerry springer used to be the mayor of cincinnati ohio,negative
for this film he won the 1999 razzie award for worst new star tied with joe esterhas from an alan smithee film burn hollywood burn,negative
drew barrymore is beginning to corner the market on playing the girl outside the one whos the awkward klutz or the spunky doityourselfer the one who just doesnt fit in with the others,negative
she has perfected these characters in movies such as the wedding singer and most notably ever after,negative
now shes back starring in what could be called a modernday cinderella fable never been kissed,negative
you know its a fable because she plays a copy editor at a newspaper who has her own office as well as a secretary,negative
trust me on this one no copy editor has seen the inside of a private office since gutenberg and i dont mean steve invented the printing press,negative
the premise is simple,negative
barrymores josie geller at 25 the youngest copy editor ever to be hired by the chicago suntimes is assigned to go undercover and return to high school to do an expose on what todays teens are feeling and doing,negative
josie she says she was named after the 70s cartoon character was a geek in high school so she jumps at the opportunity for a second chance,negative
this time she thinks she will get it right and be accepted by the incrowd,negative
now what kind of adult with a good job and a successful career would actually look forward to reliving the hell that was and is high school and adolescence,negative
these are among the many problems that plague never been kissed,negative
screenwriters abby kohn and marc silverstein cannot get a handle of josie,negative
their script has her capriciously switching from confident adult to ditzy blubbering womanchild at the least provocation,negative
and the fact that an adult would put so much stock into trying to become tight with the vapid airheads who are supposedly south glen high schools most popular girls leads you to question her maturity and mental stability,negative
ok so never been kissed is not a sociological expose of todays high school scene,negative
however certain rules should apply to film and one of those is consistency of character,negative
among the movies problems is the illconceived conceit that josie would seriously strive to climb the high school food chain and in the process lose focus on her assignment,negative
any competent editor would have tossed her ass out the door quicker than you could say get me rewrite,negative
to be fair barrymore is very appealing but she is given very little to work with,negative
she tries valiantly to get a firm grip on her character but the script continually undermines her,negative
barrymore comes off best in the physical comedy aspects of the script in which she tries to walk talk and act like a cool hip high schooler,negative
otherwise she is left foundering on a cliched sea of teenage stereotypes and situations,negative
never been kissed is entertaining and funny in fits and starts,negative
it lacks consistency and a firm grasp on what it wants to accomplish,negative
the movies main bright spot is provided by leelee sobieski as aldys the outsider who befriends new student josie,negative
josie sees a lot of her former self in aldys yet still abandons her to hang out with the popular girls,negative
real mature,negative
and that is the main deficiency with never been kissed,negative
its illogical unrealistic uneven and undemanding,negative
it has some warm and humorous spots but not enough to overcome its many obstacles,negative
the cometdisaster flick is a disaster alright,negative
directed by tony scott top gun it tells the story about an asteroid the size of texas caught on a collision course with earth,negative
and you thought that dinky little comet in deep impact was trouble,negative
jeez,negative
after a great opening in which an american spaceship plus the city of new york are completely destroyed by a comet shower nasa detects the said asteroid and go into a frenzy,negative
they hire the worlds best oil driller bruce willis and send him and his crew up into space to fix our globel problem,negative
thats like sending a mouse into a cat carrier isnt it,negative
the action in armageddon are so over the top nonstop and too ludicrous for words i had to sigh and hit my head with my notebook a couple of times,negative
i was not alone,negative
plus to see a wonderful actor like billy bob thornton is a film like armageddon is a waste of the actors talents,negative
the film is just a reel to show off a bunch of snazzy fx shots,negative
the only real reason for making this film was to somehow outperform deep impact,negative
producer jerry bruckheimer fails with armageddon,negative
after the recent animated debacles of a rugrats movie and a bugs life i am seriously considering raising my highly negative rating on dreamworks other insect film from october antz,negative
i hated that movie and yet it is so much better than these latest two excursions,negative
a bugs life is the second animated insect film in the last two months and i hoped for the best considering it was done in the wonderful style of pixars last film 1995s toy story but in no way does a bugs life even remotely match up to that,negative
flik david foley an ant who along with his many comrades has the job every year of gathering up the seasonal harvest only to have to give half of it away to the dominating grasshoppers led by hopper kevin spacey,negative
flik however feels all alone and unwanted in the world especially after he accidentally loses all of their food and the ants are threated by hopper to gather up a whole other seasons load by the time the last summer leaf falls from the trees,negative
banished from ant island flik leaves the colony in search of some strong reinforcement to help out but through a misunderstanding returns with a handful of helpless circus bugs including a walking stick david hyde pierce a dung beetle brad garrett a gypsy moth madeline kahn a male ladybug denis leary and a caterpillar joe ranft,negative
a bugs life has one thing going for it,negative
only one thing,negative
with its glorious bright colors the computergenerated animation is a spectacle to look at,negative
the film itself unfortunately is a lifeless unamusing contraption without any of the flair or excitement of toy story,negative
the characters in a bugs life are an assortment of either unlikable or dull insects without any charm or personality other than to stand around and recite arbitrary and thoroughly unfunny oneliners,negative
